text,count,files,kinds,firstFile
"PDF, DOCX, CSV, images · max 10 MB · up to 3 files",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"f.size",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Pax Co-Pilot",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Knowledge Base",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Fast",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Balanced",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Powerful",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Claude",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Model: Auto uses smart routing · Fast = DeepSeek · Powerful = GPT-4o · Claude = Sonnet",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Export conversation (PDF / Markdown)",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Collapse (⌘J)",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Recent conversations",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Pax noticed",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"for commands ·",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"to mention an entity ·",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"From Pax",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"⌘J to toggle · Enter to send",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Action requires your approval",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Attach file (PDF, CSV, image…)",1,1,"jsx-text","components/pax-copilot-rail.tsx"
"Good response",1,1,"prop:title","components/pax-copilot-rail.tsx"
"Poor response",1,1,"prop:title","components/pax-copilot-rail.tsx"
"Ask Pax anything… / for commands · @ to mention",1,1,"prop:placeholder","components/pax-copilot-rail.tsx"
"No changes detected",1,1,"jsx-text","components/pax-edit-diff.tsx"
"Mention an entity",1,1,"jsx-text","components/pax-entity-picker.tsx"
"PDF, DOCX, CSV, TXT · max 10 MB",1,1,"jsx-text","components/pax-knowledge-panel.tsx"
"Only upload templates and criteria, not personal data.",1,1,"jsx-text","components/pax-knowledge-panel.tsx"
"Add a description…",1,1,"prop:placeholder","components/pax-knowledge-panel.tsx"
"Delete memory",1,1,"prop:title","components/pax-memory-panel.tsx"
"No projects yet. Create one above.",1,1,"jsx-text","components/pax-project-panel.tsx"
"Files",1,1,"jsx-text","components/pax-project-panel.tsx"
"Project name…",1,1,"prop:placeholder","components/pax-project-panel.tsx"
"Schedule this prompt",1,1,"jsx-text","components/pax-schedule-button.tsx"
"Task name",1,1,"jsx-text","components/pax-schedule-button.tsx"
"Prompt preview",1,1,"jsx-text","components/pax-schedule-button.tsx"
"Scheduled AI Tasks",1,1,"jsx-text","components/pax-tasks-settings-tab.tsx"
"No scheduled tasks yet",1,1,"jsx-text","components/pax-tasks-settings-tab.tsx"
"Last 20 executions for this task.",1,1,"jsx-text","components/pax-tasks-settings-tab.tsx"
"No runs recorded yet for this task.",1,1,"jsx-text","components/pax-tasks-settings-tab.tsx"
"Seller financing is not available for this property.",1,1,"jsx-text","components/payment-calculator.tsx"
"Property Price",1,1,"jsx-text","components/payment-calculator.tsx"
"Down Payment:",1,1,"jsx-text","components/payment-calculator.tsx"
"Financed Amount:",1,1,"jsx-text","components/payment-calculator.tsx"
"Total Payment:",1,1,"jsx-text","components/payment-calculator.tsx"
"Total Interest:",1,1,"jsx-text","components/payment-calculator.tsx"
"Switch mode",1,1,"jsx-text","components/persona-sheet.tsx"
"Purchase phone number",1,1,"jsx-text","components/phone-numbers-settings.tsx"
"Area code",1,1,"jsx-text","components/phone-numbers-settings.tsx"
"Contains",1,1,"jsx-text","components/phone-numbers-settings.tsx"
"Loading phone numbers...",1,1,"jsx-text","components/phone-numbers-settings.tsx"
"Voice",1,1,"jsx-text","components/phone-numbers-settings.tsx"
"Progress",1,1,"jsx-text","components/playbooks/PlaybookCard.tsx"
"Preferences",1,1,"jsx-text","components/preferences-card.tsx"
"Guided tour",1,1,"jsx-text","components/preferences-card.tsx"
"Usage-Based Pricing",1,1,"jsx-text","components/pricing-guide.tsx"
"Mail Type",1,1,"jsx-text","components/pricing-guide.tsx"
"Cost Per Piece",1,1,"jsx-text","components/pricing-guide.tsx"
"Monthly Credit Allowances",1,1,"jsx-text","components/pricing-guide.tsx"
"/month",1,1,"jsx-text","components/pricing-guide.tsx"
"Property Analysis",1,1,"jsx-text","components/property-analysis-chat.tsx"
"Dig deeper:",1,1,"jsx-text","components/property-analysis-chat.tsx"
"Follow-up questions:",1,1,"jsx-text","components/property-analysis-chat.tsx"
"Ask about this property…",1,1,"prop:placeholder","components/property-analysis-chat.tsx"
"FIRM Panel",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Environmental & Soil",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Suitability",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Median Income",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Median Home Value",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Unemployment",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Agricultural Values",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"County Avg / Acre",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"State Avg / Acre",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"National Avg / Acre",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"Some data could not be fetched",1,1,"jsx-text","components/property-enrichment-widget.tsx"
"0) phase = altitude",1,1,"jsx-text","components/property-map.tsx"
"Elevation Profile",1,1,"jsx-text","components/property-map.tsx"
"Min",1,1,"jsx-text","components/property-map.tsx"
"↑ Gain",1,1,"jsx-text","components/property-map.tsx"
"↓ Loss",1,1,"jsx-text","components/property-map.tsx"
"Azimuth",1,1,"jsx-text","components/property-map.tsx"
"Phase",1,1,"jsx-text","components/property-map.tsx"
"Map not available",1,1,"jsx-text","components/property-map.tsx"
"No properties with map data",1,1,"jsx-text","components/property-map.tsx"
"Radius:",1,1,"jsx-text","components/property-map.tsx"
"0.5 mi",1,1,"jsx-text","components/property-map.tsx"
"1 mi",1,1,"jsx-text","components/property-map.tsx"
"2 mi",1,1,"jsx-text","components/property-map.tsx"
"5 mi",1,1,"jsx-text","components/property-map.tsx"
"Recency:",1,1,"jsx-text","components/property-map.tsx"
"0-6mo",1,1,"jsx-text","components/property-map.tsx"
"6-12mo",1,1,"jsx-text","components/property-map.tsx"
"12-24mo",1,1,"jsx-text","components/property-map.tsx"
"24mo+",1,1,"jsx-text","components/property-map.tsx"
"Data Layers",1,1,"jsx-text","components/property-map.tsx"
"3D &amp; Terrain",1,1,"jsx-text","components/property-map.tsx"
"Agriculture (USDA Free)",1,1,"jsx-text","components/property-map.tsx"
"GIS Data Layers",1,1,"jsx-text","components/property-map.tsx"
"Not a compatible MapServer layer",1,1,"jsx-text","components/property-map.tsx"
"Reset to current time",1,1,"prop:title","components/property-map.tsx"
"Satellite View",1,1,"prop:title","components/property-map.tsx"
"Terrain View",1,1,"prop:title","components/property-map.tsx"
"Street View",1,1,"prop:title","components/property-map.tsx"
"Export Map",1,1,"prop:title","components/property-map.tsx"
"Find Nearby Parcels",1,1,"prop:title","components/property-map.tsx"
"Show Comparables",1,1,"prop:title","components/property-map.tsx"
"Close (Esc)",1,1,"prop:title","components/property-map.tsx"
"Property satellite view",1,1,"prop:alt","components/property-map.tsx"
"Property boundary map",1,1,"prop:alt","components/property-map.tsx"
"Communication Ready",1,1,"jsx-text","components/provider-readiness-banner.tsx"
"Direct Mail",1,1,"prop:label","components/provider-readiness-banner.tsx"
"Monthly usage",1,1,"jsx-text","components/provider-settings-cards.tsx"
"Monthly Usage",1,1,"jsx-text","components/provider-settings-cards.tsx"
"Cost this month",1,1,"jsx-text","components/provider-settings-cards.tsx"
"Enter API key…",1,1,"prop:placeholder","components/provider-settings-cards.tsx"
"Automatic routing",1,1,"jsx-text","components/provider-settings.tsx"
"Simple tasks",1,1,"jsx-text","components/provider-settings.tsx"
"Summaries, drafts, data extraction → DeepSeek (~$0.14/M tokens)",1,1,"jsx-text","components/provider-settings.tsx"
"Complex tasks",1,1,"jsx-text","components/provider-settings.tsx"
"Deal analysis, legal docs, negotiations → GPT-4o (~$2.50/M tokens)",1,1,"jsx-text","components/provider-settings.tsx"
"Cost per SMS",1,1,"jsx-text","components/provider-settings.tsx"
"Cost per piece",1,1,"jsx-text","components/provider-settings.tsx"
"OpenRouter (Economy)",1,1,"prop:label","components/provider-settings.tsx"
"OpenAI (Premium)",1,1,"prop:label","components/provider-settings.tsx"
"Lob",1,1,"prop:label","components/provider-settings.tsx"
"Lob letter",1,1,"prop:label","components/provider-settings.tsx"
"Lob postcard",1,1,"prop:label","components/provider-settings.tsx"
"Share button then ""Add to Home Screen""",1,1,"jsx-text","components/pwa-install-prompt.tsx"
"Debug:",1,1,"jsx-text","components/query-error-state.tsx"
"Contractor bids",1,1,"jsx-text","components/rehabs/bids-section.tsx"
"Per-category amounts ($, leave blank to skip)",1,1,"jsx-text","components/rehabs/bids-section.tsx"
"No bids yet.",1,1,"jsx-text","components/rehabs/bids-section.tsx"
"Accept",1,1,"jsx-text","components/rehabs/bids-section.tsx"
"Spread",1,1,"jsx-text","components/rehabs/bids-section.tsx"
"Paste the contractor",1,1,"prop:placeholder","components/rehabs/bids-section.tsx"
"Pick contractor…",1,1,"prop:placeholder","components/rehabs/bids-section.tsx"
"No draw schedule yet.",1,1,"jsx-text","components/rehabs/draws-section.tsx"
"Set lender loan amount on the rehab first.",1,1,"jsx-text","components/rehabs/draws-section.tsx"
"Daily interest",1,1,"jsx-text","components/rehabs/draws-section.tsx"
"Inspector name",1,1,"prop:placeholder","components/rehabs/draws-section.tsx"
"Request signatures",1,1,"jsx-text","components/request-signatures-dialog.tsx"
"Signing links ready",1,1,"jsx-text","components/request-signatures-dialog.tsx"
"Witness",1,1,"jsx-text","components/request-signatures-dialog.tsx"
"Notary",1,1,"jsx-text","components/request-signatures-dialog.tsx"
"Jane Seller",1,1,"prop:placeholder","components/request-signatures-dialog.tsx"
"jane@example.com",1,1,"prop:placeholder","components/request-signatures-dialog.tsx"
"Data completeness score based on available research data",1,1,"jsx-text","components/research-summary-panel.tsx"
"Avg $/Acre",1,1,"jsx-text","components/research-summary-panel.tsx"
"Median $/Acre",1,1,"jsx-text","components/research-summary-panel.tsx"
"Sample Size",1,1,"jsx-text","components/research-summary-panel.tsx"
"Parcel data isn't fetched yet. Click",1,1,"jsx-text","components/research-summary-panel.tsx"
"Fetch Boundaries",1,1,"jsx-text","components/research-summary-panel.tsx"
"on the Inventory page to pull coordinates + comps in bulk, or open this parcel's",1,1,"jsx-text","components/research-summary-panel.tsx"
"tab to fetch just this one.",1,1,"jsx-text","components/research-summary-panel.tsx"
"High Risk Factors Detected",1,1,"jsx-text","components/research-summary-panel.tsx"
"Add your research notes, analysis, and offer reasoning here…",1,1,"prop:placeholder","components/research-summary-panel.tsx"
"Loading lead preview…",1,1,"jsx-text","components/safe-bulk-delete-dialog.tsx"
"Shared",1,1,"jsx-text","components/saved-views-selector.tsx"
"Visible columns",1,1,"jsx-text","components/saved-views-selector.tsx"
"Save view",1,1,"jsx-text","components/saved-views-selector.tsx"
"View name",1,1,"jsx-text","components/saved-views-selector.tsx"
"e.g., Hot leads, Active properties",1,1,"prop:placeholder","components/saved-views-selector.tsx"
"r.month",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Down Payment",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Monthly Payment",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Financed Amount",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Total Interest",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"LTV Ratio",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Required disclosures:",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Mo.",1,1,"jsx-text","components/seller-finance-calculator.tsx"
"Scan all",1,1,"jsx-text","components/seller-intent-panel.tsx"
"Direct mail",1,1,"jsx-text","components/sequence-builder.tsx"
"Delay",1,1,"jsx-text","components/sequence-builder.tsx"
"Always send",1,1,"jsx-text","components/sequence-builder.tsx"
"If no response within X days",1,1,"jsx-text","components/sequence-builder.tsx"
"If responded",1,1,"jsx-text","components/sequence-builder.tsx"
"Check after",1,1,"jsx-text","components/sequence-builder.tsx"
"No steps yet. Add your first step to start building the sequence.",1,1,"jsx-text","components/sequence-builder.tsx"
"Sequence Timeline Preview",1,1,"jsx-text","components/sequence-builder.tsx"
"Enter subject line…",1,1,"prop:placeholder","components/sequence-builder.tsx"
"Enter message content…",1,1,"prop:placeholder","components/sequence-builder.tsx"
"Drip Campaign Sequences",1,1,"jsx-text","components/sequences-content.tsx"
"Sequence name",1,1,"jsx-text","components/sequences-content.tsx"
"Enrollment trigger",1,1,"jsx-text","components/sequences-content.tsx"
"Manual enrollment",1,1,"jsx-text","components/sequences-content.tsx"
"When new lead is created",1,1,"jsx-text","components/sequences-content.tsx"
"When lead stage changes",1,1,"jsx-text","components/sequences-content.tsx"
"Active (new enrollments allowed)",1,1,"jsx-text","components/sequences-content.tsx"
"Sequence steps",1,1,"jsx-text","components/sequences-content.tsx"
"Sequences",1,1,"jsx-text","components/sequences-content.tsx"
"No sequences created yet",1,1,"jsx-text","components/sequences-content.tsx"
"Sequence",1,1,"jsx-text","components/sequences-content.tsx"
"Current Step",1,1,"jsx-text","components/sequences-content.tsx"
"Enrolled",1,1,"jsx-text","components/sequences-content.tsx"
"Delete sequence?",1,1,"prop:title","components/sequences-content.tsx"
"e.g., New lead welcome series",1,1,"prop:placeholder","components/sequences-content.tsx"
"Describe the purpose of this sequence…",1,1,"prop:placeholder","components/sequences-content.tsx"
"Validating…",1,1,"jsx-text","components/settings/ApiKeySetup.tsx"
"Bring Your Own Keys (BYOK)",1,1,"jsx-text","components/settings/ByokSettings.tsx"
"Find a setting… (Cmd+K, or press /)",1,1,"prop:placeholder","components/settings/SettingsQuickFind.tsx"
"email:role",1,1,"jsx-text","components/settings/TeamInviteCard.tsx"
"Pending invitations",1,1,"jsx-text","components/settings/TeamInviteCard.tsx"
"teammate@example.com",1,1,"prop:placeholder","components/settings/TeamInviteCard.tsx"
"Reading & font",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Reading density",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"More time, less density",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Enable cognitive accessibility mode",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Larger taps",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Enable larger taps",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Picture-first parcel cards",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Show photos first",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Focus mode & quiet hours",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Focus mode (until next break)",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Enforced quiet hours",1,1,"jsx-text","components/settings/accessibility-panel.tsx"
"Density",1,1,"jsx-text","components/settings/appearance-panel.tsx"
"sidebar items ·",1,1,"jsx-text","components/settings/appearance-panel.tsx"
"Motion",1,1,"jsx-text","components/settings/appearance-panel.tsx"
"Time guardrails",1,1,"jsx-text","components/settings/autonomy-panel.tsx"
"Pause from",1,1,"jsx-text","components/settings/autonomy-panel.tsx"
"Pause until",1,1,"jsx-text","components/settings/autonomy-panel.tsx"
"Daily action limit per agent",1,1,"jsx-text","components/settings/autonomy-panel.tsx"
"Your Data Contributions",1,1,"jsx-text","components/settings/contribution-report.tsx"
"Anonymized deals contributed",1,1,"jsx-text","components/settings/contribution-report.tsx"
"Counties helped",1,1,"jsx-text","components/settings/contribution-report.tsx"
"Community impact",1,1,"jsx-text","components/settings/contribution-report.tsx"
"County-level pricing trends",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Acreage and land-type distributions",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Days-on-market aggregates",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"General deal outcome categories",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Your name, email, or account details",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Specific property addresses or APNs",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Buyer or seller contact information",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Financial details or profit margins",1,1,"jsx-text","components/settings/data-network-settings.tsx"
"Download All My Data",1,1,"jsx-text","components/settings/download-data-section.tsx"
"List views",1,1,"jsx-text","components/settings/list-views-panel.tsx"
"Quiet from",1,1,"jsx-text","components/settings/notification-quiet-hours.tsx"
"Quiet until",1,1,"jsx-text","components/settings/notification-quiet-hours.tsx"
"Full legal name",1,1,"jsx-text","components/signature-capture.tsx"
"Type your signature",1,1,"jsx-text","components/signature-capture.tsx"
"Enter your full legal name",1,1,"prop:placeholder","components/signature-capture.tsx"
"Skip Trace",1,1,"jsx-text","components/skip-trace-panel.tsx"
"Cost: $0.50 per trace",1,1,"jsx-text","components/skip-trace-panel.tsx"
"Starting...",1,1,"jsx-text","components/skip-trace-panel.tsx"
"Run Skip Trace",1,1,"jsx-text","components/skip-trace-panel.tsx"
"Processing skip trace...",1,1,"jsx-text","components/skip-trace-panel.tsx"
"Age Range",1,1,"jsx-text","components/skip-trace-panel.tsx"
"No results",1,1,"prop:label","components/skip-trace-panel.tsx"
"Add a phone number to this lead to start texting.",1,1,"jsx-text","components/sms-conversation.tsx"
"Get help from Pax, or open a case for our team.",1,1,"jsx-text","components/support-content.tsx"
"Create support case",1,1,"jsx-text","components/support-content.tsx"
"Describe your issue",1,1,"jsx-text","components/support-content.tsx"
"Select a case to view the conversation",1,1,"jsx-text","components/support-content.tsx"
"No support cases yet",1,1,"jsx-text","components/support-content.tsx"
"How was your experience?",1,1,"jsx-text","components/support-content.tsx"
"Suggest improvements and new features",1,1,"jsx-text","components/support-content.tsx"
"Submit feature request",1,1,"jsx-text","components/support-content.tsx"
"Enhancement",1,1,"jsx-text","components/support-content.tsx"
"New feature",1,1,"jsx-text","components/support-content.tsx"
"Integration request",1,1,"jsx-text","components/support-content.tsx"
"UX improvement",1,1,"jsx-text","components/support-content.tsx"
"No feature requests yet",1,1,"jsx-text","components/support-content.tsx"
"Brief summary of your issue…",1,1,"prop:placeholder","components/support-content.tsx"
"Please provide details about your issue…",1,1,"prop:placeholder","components/support-content.tsx"
"Brief summary of your request…",1,1,"prop:placeholder","components/support-content.tsx"
"Describe your feature request in detail…",1,1,"prop:placeholder","components/support-content.tsx"
"Contact us",1,1,"jsx-text","components/support-feedback-modal.tsx"
"Get in touch",1,1,"jsx-text","components/support-feedback-modal.tsx"
"What's this about?",1,1,"jsx-text","components/support-feedback-modal.tsx"
"Name (optional)",1,1,"jsx-text","components/support-feedback-modal.tsx"
"Email (optional)",1,1,"jsx-text","components/support-feedback-modal.tsx"
"Your name",1,1,"prop:placeholder","components/support-feedback-modal.tsx"
"Tell us what",1,1,"prop:placeholder","components/support-feedback-modal.tsx"
"Import tax-delinquent list",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"rows per import.",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"Map your CSV columns",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"— Not mapped —",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"Preview (first",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"rows)",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"Importing tax-delinquent records…",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"This may take a moment for large files.",1,1,"jsx-text","components/tax-delinquent-importer.tsx"
"Select column…",1,1,"prop:placeholder","components/tax-delinquent-importer.tsx"
"Before you bulk-send:",1,1,"jsx-text","components/tcpa-compliance-banner.tsx"
"Failed to load team performance data",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Deals Closed",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Avg Conversion",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Team Members",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Charts",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Revenue by Team Member",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Conversion Rate by Team Member",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Activity Trends Over Time",1,1,"jsx-text","components/team-dashboard-content.tsx"
"Select period",1,1,"prop:placeholder","components/team-dashboard-content.tsx"
"Team chat is available for organizations with 2+ members.",1,1,"jsx-text","components/team-general-channel.tsx"
"Message #General…",1,1,"prop:placeholder","components/team-general-channel.tsx"
"Template Name",1,1,"jsx-text","components/template-editor.tsx"
"Document Type",1,1,"jsx-text","components/template-editor.tsx"
"Custom Fields",1,1,"jsx-text","components/template-editor.tsx"
"Template Content",1,1,"jsx-text","components/template-editor.tsx"
"Custom Field Definitions",1,1,"jsx-text","components/template-editor.tsx"
"No custom fields defined yet.",1,1,"jsx-text","components/template-editor.tsx"
"Click ""Add Field"" to create custom input fields for this template.",1,1,"jsx-text","components/template-editor.tsx"
"Field Name",1,1,"jsx-text","components/template-editor.tsx"
"Default Value",1,1,"jsx-text","components/template-editor.tsx"
"Click the Preview tab to see how your template looks with sample data.",1,1,"jsx-text","components/template-editor.tsx"
"e.g., Standard Offer Letter",1,1,"prop:placeholder","components/template-editor.tsx"
"Select category",1,1,"prop:placeholder","components/template-editor.tsx"
"Optional default",1,1,"prop:placeholder","components/template-editor.tsx"
"Field description",1,1,"prop:placeholder","components/template-editor.tsx"
"Appearance",1,1,"jsx-text","components/theme-settings.tsx"
"Scale and Enterprise plans",1,1,"jsx-text","components/tier-upgrade-panel.tsx"
"No milestones in this time range",1,1,"jsx-text","components/timeline/TimelineView.tsx"
"Legend:",1,1,"jsx-text","components/timeline/TimelineView.tsx"
"Cash position",1,1,"jsx-text","components/today/CashStrip.tsx"
"90d projected receipts",1,1,"jsx-text","components/today/CashStrip.tsx"
"Open deals",1,1,"jsx-text","components/today/CashStrip.tsx"
"Pending payments",1,1,"jsx-text","components/today/CashStrip.tsx"
"Platinum tier achieved",1,1,"jsx-text","components/trust-badge.tsx"
"& VariantProps",1,1,"jsx-text","components/ui/alert.tsx"
"Previous slide",1,1,"jsx-text","components/ui/carousel.tsx"
"Next slide",1,1,"jsx-text","components/ui/carousel.tsx"
"Command Menu",1,1,"jsx-text","components/ui/command.tsx"
"…content…",1,1,"jsx-text","components/ui/mesh-gradient.tsx"
"` wrappers + nested `",1,1,"jsx-text","components/ui/page-header.tsx"
"Revisions proposed by the monthly meta-agent.",1,1,"prop:description","components/ui/page-header.tsx"
"Next",1,1,"jsx-text","components/ui/pagination.tsx"
"More pages",1,1,"jsx-text","components/ui/pagination.tsx"
"Displays the mobile sidebar.",1,1,"jsx-text","components/ui/sidebar.tsx"
"Re-detect what kind of investor you are based on your recent activity",1,1,"prop:title","components/ui/vertical-badge.tsx"
"Available credits for usage-based features",1,1,"jsx-text","components/usage-dashboard.tsx"
"Breakdown of credits used by category",1,1,"jsx-text","components/usage-dashboard.tsx"
"Total Spent This Month",1,1,"jsx-text","components/usage-dashboard.tsx"
"Average Daily Spend",1,1,"jsx-text","components/usage-dashboard.tsx"
"Top Category",1,1,"jsx-text","components/usage-dashboard.tsx"
"Credit purchases, usage, and adjustments",1,1,"jsx-text","components/usage-dashboard.tsx"
"= 75 && l.percentUsed",1,1,"jsx-text","components/usage-limit-banner.tsx"
"Overnight",1,1,"jsx-text","components/user-morning-briefing.tsx"
"Today's priority",1,1,"jsx-text","components/user-morning-briefing.tsx"
"(email or template variable)",1,1,"jsx-text","components/workflow-builder.tsx"
"Due in (days)",1,1,"jsx-text","components/workflow-builder.tsx"
"Record type",1,1,"jsx-text","components/workflow-builder.tsx"
"Field to update",1,1,"jsx-text","components/workflow-builder.tsx"
"New value",1,1,"jsx-text","components/workflow-builder.tsx"
"Agent skill",1,1,"jsx-text","components/workflow-builder.tsx"
"Analyze lead",1,1,"jsx-text","components/workflow-builder.tsx"
"Score property",1,1,"jsx-text","components/workflow-builder.tsx"
"Summarize deal",1,1,"jsx-text","components/workflow-builder.tsx"
"Draft email",1,1,"jsx-text","components/workflow-builder.tsx"
"Additional parameters",1,1,"jsx-text","components/workflow-builder.tsx"
"(JSON)",1,1,"jsx-text","components/workflow-builder.tsx"
"Warning",1,1,"jsx-text","components/workflow-builder.tsx"
"Minutes",1,1,"jsx-text","components/workflow-builder.tsx"
"Hours",1,1,"jsx-text","components/workflow-builder.tsx"
"Workflow Name",1,1,"jsx-text","components/workflow-builder.tsx"
"When this happens...",1,1,"jsx-text","components/workflow-builder.tsx"
"No conditions. Workflow will run for all matching events.",1,1,"jsx-text","components/workflow-builder.tsx"
"Add actions that will run when the trigger fires.",1,1,"jsx-text","components/workflow-builder.tsx"
"Add Action",1,1,"jsx-text","components/workflow-builder.tsx"
"Action type",1,1,"jsx-text","components/workflow-builder.tsx"
"Workflow:",1,1,"jsx-text","components/workflow-builder.tsx"
"Then:",1,1,"jsx-text","components/workflow-builder.tsx"
"Basic Information",1,1,"jsx-text","components/workflow-builder.tsx"
"Choose a Trigger",1,1,"jsx-text","components/workflow-builder.tsx"
"No actions added yet.",1,1,"jsx-text","components/workflow-builder.tsx"
"{{lead.email}} or user@example.com",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Welcome {{lead.firstName}}!",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Hi {{lead.firstName}}, thank you for your interest…",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Follow up with {{lead.firstName}}",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Select record type",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Select an AI skill",1,1,"prop:placeholder","components/workflow-builder.tsx"
"New lead alert",1,1,"prop:placeholder","components/workflow-builder.tsx"
"A new lead {{lead.firstName}} has been created",1,1,"prop:placeholder","components/workflow-builder.tsx"
"e.g., Welcome New Leads",1,1,"prop:placeholder","components/workflow-builder.tsx"
"What does this workflow do?",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Select a trigger event",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Select an action…",1,1,"prop:placeholder","components/workflow-builder.tsx"
"e.g. New lead welcome sequence",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Briefly describe what this workflow does…",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Select a trigger event…",1,1,"prop:placeholder","components/workflow-builder.tsx"
"Automations",1,1,"jsx-text","components/workflows-settings-tab.tsx"
"No automations yet",1,1,"jsx-text","components/workflows-settings-tab.tsx"
"Preset Name",1,1,"jsx-text","components/workspace/WorkspaceManager.tsx"
"Current view:",1,1,"jsx-text","components/workspace/WorkspaceManager.tsx"
"e.g., Afternoon Tasks",1,1,"prop:placeholder","components/workspace/WorkspaceManager.tsx"
"= startMin && minutesNow",1,1,"jsx-text","contexts/accessibility-context.tsx"
"= startMin || minutesNow",1,1,"jsx-text","contexts/accessibility-context.tsx"
"Not available",1,1,"jsx-text","contexts/feature-flags-context.tsx"
"): Promise",1,1,"jsx-text","contexts/theme-context.tsx"
"+ __client_uat_",1,1,"jsx-text","hooks/use-auth.ts"
"(): BulkActionsState",1,1,"jsx-text","hooks/use-bulk-actions.ts"
"0 && selectedIds.size",1,1,"jsx-text","hooks/use-bulk-actions.ts"
"Loading more...",1,1,"jsx-text","hooks/use-infinite-scroll.tsx"
"= MOBILE_BREAKPOINT && width",1,1,"jsx-text","hooks/use-mobile.ts"
"(db: IDBDatabase, key: string): Promise",1,1,"jsx-text","hooks/use-offline-storage.ts"
"(key: string): Promise",1,1,"jsx-text","hooks/use-offline-storage.ts"
